class,cap_shape,cap_surface,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,flat,scaly,brown,anise,close,broad,white,enlarging,rooted,partial,white,1,pendant,brown,scattered,grasses
poisonous,convex,scaly,white,pungent,close,narrow,black,enlarging,equal,partial,white,1,pendant,black,several,grasses
edible,convex,smooth,white,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,convex,scaly,white,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
edible,flat,fibrous,white,anise,crowded,narrow,white,tapering,bulbous,partial,white,1,pendant,purple,several,woods
edible,flat,fibrous,gray,none,close,narrow,gray,enlarging,equal,partial,white,1,pendant,black,several,urban
edible,flat,smooth,gray,none,crowded,broad,pink,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
edible,bell,smooth,white,almond,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
poisonous,flat,scaly,brown,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,black,scattered,urban
edible,convex,smooth,white,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,numerous,meadows
poisonous,flat,smooth,brown,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,black,several,urban
edible,convex,scaly,white,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,almond,close,broad,black,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,flat,scaly,yellow,almond,close,broad,brown,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,convex,scaly,brown,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,flat,scaly,brown,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,brown,solitary,grasses
edible,convex,scaly,white,almond,close,broad,white,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,convex,smooth,yellow,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,brown,scattered,grasses
edible,bell,scaly,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,sunken,fibrous,brown,none,close,narrow,pink,enlarging,equal,partial,white,1,pendant,brown,several,urban
edible,convex,smooth,yellow,anise,close,broad,black,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,numerous,meadows
edible,flat,scaly,brown,almond,close,broad,brown,enlarging,rooted,partial,white,1,pendant,black,scattered,grasses
edible,bell,scaly,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,brown,anise,close,broad,brown,enlarging,rooted,partial,white,1,pendant,brown,solitary,paths
edible,flat,fibrous,gray,none,close,narrow,pink,enlarging,equal,partial,white,1,pendant,brown,solitary,urban
edible,convex,fibrous,gray,none,close,narrow,gray,enlarging,equal,partial,white,1,pendant,black,solitary,urban
edible,bell,scaly,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,convex,smooth,white,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,smooth,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,convex,smooth,yellow,almond,close,broad,black,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,convex,fibrous,gray,none,crowded,broad,pink,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,flat,smooth,yellow,almond,crowded,narrow,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
poisonous,convex,scaly,white,pungent,close,narrow,pink,enlarging,equal,partial,white,1,pendant,black,scattered,grasses
edible,convex,fibrous,white,none,crowded,broad,black,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,bell,scaly,white,almond,close,broad,white,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,yellow,anise,crowded,narrow,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,bell,scaly,white,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,white,anise,close,broad,gray,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,bell,scaly,white,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,anise,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,flat,scaly,brown,almond,close,broad,pink,enlarging,rooted,partial,white,1,pendant,black,solitary,grasses
edible,convex,fibrous,white,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,convex,smooth,yellow,anise,close,broad,white,enlarging,club,partial,white,1,pendant,black,scattered,grasses
poisonous,convex,scaly,white,pungent,close,narrow,brown,enlarging,equal,partial,white,1,pendant,brown,several,grasses
edible,convex,scaly,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,fibrous,white,almond,crowded,narrow,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,bell,smooth,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
poisonous,convex,scaly,white,pungent,close,narrow,black,enlarging,equal,partial,white,1,pendant,black,several,urban
edible,convex,smooth,yellow,almond,crowded,narrow,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,white,almond,close,broad,black,enlarging,club,partial,white,1,pendant,black,numerous,meadows
edible,convex,fibrous,white,anise,crowded,narrow,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,smooth,white,anise,crowded,narrow,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,yellow,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
edible,flat,fibrous,yellow,almond,crowded,narrow,white,tapering,bulbous,partial,white,1,pendant,purple,several,woods
edible,convex,smooth,white,almond,close,broad,white,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,bell,scaly,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,convex,scaly,brown,anise,close,broad,pink,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,bell,scaly,white,anise,close,broad,black,enlarging,club,partial,white,1,pendant,black,numerous,grasses
edible,convex,smooth,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,pungent,close,narrow,brown,enlarging,equal,partial,white,1,pendant,brown,several,urban
edible,bell,smooth,yellow,anise,close,broad,white,enlarging,club,partial,white,1,pendant,black,numerous,grasses
edible,bell,scaly,white,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,black,numerous,grasses
poisonous,convex,scaly,brown,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,black,several,urban
edible,bell,smooth,white,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,yellow,anise,close,broad,white,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,white,anise,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,brown,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,black,solitary,grasses
edible,bell,smooth,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,convex,fibrous,gray,none,close,narrow,gray,enlarging,equal,partial,white,1,pendant,brown,several,urban
edible,convex,scaly,brown,anise,close,broad,brown,enlarging,rooted,partial,white,1,pendant,black,solitary,grasses
edible,convex,smooth,white,almond,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,bell,scaly,white,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,black,numerous,grasses
edible,convex,smooth,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,flat,fibrous,yellow,almond,crowded,narrow,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,bell,scaly,yellow,anise,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,brown,abundant,grasses
edible,convex,fibrous,yellow,anise,crowded,narrow,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,smooth,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,flat,smooth,gray,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,none,close,narrow,gray,enlarging,equal,partial,white,1,pendant,brown,solitary,urban
edible,flat,smooth,gray,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,brown,abundant,grasses
edible,flat,scaly,brown,almond,close,broad,pink,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,bell,scaly,white,almond,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,almond,close,broad,black,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,convex,scaly,yellow,anise,close,broad,white,enlarging,rooted,partial,white,1,pendant,black,scattered,paths
edible,sunken,fibrous,gray,none,close,narrow,gray,enlarging,equal,partial,white,1,pendant,brown,several,urban
edible,flat,scaly,brown,almond,close,broad,pink,enlarging,rooted,partial,white,1,pendant,brown,solitary,paths
poisonous,convex,scaly,brown,pungent,close,narrow,black,enlarging,equal,partial,white,1,pendant,black,scattered,urban
edible,convex,scaly,yellow,almond,close,broad,pink,enlarging,rooted,partial,white,1,pendant,brown,solitary,paths
edible,convex,scaly,yellow,almond,close,broad,white,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,none,crowded,broad,pink,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,flat,smooth,brown,none,crowded,broad,black,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,flat,scaly,brown,almond,close,broad,brown,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,convex,smooth,yellow,almond,close,broad,white,enlarging,club,partial,white,1,pendant,black,numerous,grasses
edible,flat,fibrous,brown,none,close,narrow,pink,enlarging,equal,partial,white,1,pendant,black,several,urban
edible,convex,scaly,yellow,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,brown,scattered,paths
edible,convex,fibrous,yellow,almond,crowded,narrow,pink,tapering,bulbous,partial,white,1,pendant,purple,several,woods
edible,bell,scaly,yellow,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,convex,scaly,yellow,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,brown,scattered,grasses
edible,flat,scaly,brown,anise,close,broad,brown,enlarging,rooted,partial,white,1,pendant,black,solitary,grasses
edible,convex,smooth,yellow,almond,close,broad,white,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,sunken,fibrous,brown,none,close,narrow,brown,enlarging,equal,partial,white,1,pendant,brown,solitary,urban
edible,convex,smooth,white,almond,close,broad,black,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,smooth,white,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,numerous,grasses
edible,sunken,fibrous,brown,none,close,narrow,black,enlarging,equal,partial,white,1,pendant,black,solitary,urban
edible,bell,scaly,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,convex,scaly,yellow,anise,close,broad,black,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,bell,scaly,yellow,almond,close,broad,black,enlarging,club,partial,white,1,pendant,brown,scattered,grasses
poisonous,convex,scaly,brown,pungent,close,narrow,pink,enlarging,equal,partial,white,1,pendant,black,scattered,urban
edible,convex,smooth,white,none,crowded,broad,black,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,convex,scaly,white,almond,close,broad,white,enlarging,club,partial,white,1,pendant,black,scattered,meadows
edible,bell,smooth,white,almond,close,broad,gray,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,smooth,brown,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,brown,scattered,urban
edible,convex,scaly,brown,anise,close,broad,white,enlarging,rooted,partial,white,1,pendant,black,solitary,paths
edible,convex,smooth,brown,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,bell,scaly,yellow,anise,close,broad,brown,enlarging,club,partial,white,1,pendant,black,numerous,meadows
edible,convex,smooth,yellow,almond,close,broad,white,enlarging,club,partial,white,1,pendant,brown,numerous,meadows
edible,bell,smooth,yellow,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,anise,close,broad,gray,enlarging,club,partial,white,1,pendant,black,numerous,meadows
edible,bell,scaly,white,almond,close,broad,brown,enlarging,club,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,none,close,narrow,black,enlarging,equal,partial,white,1,pendant,brown,several,urban
edible,flat,scaly,brown,almond,close,broad,white,enlarging,rooted,partial,white,1,pendant,black,scattered,grasses
